日期,憤怒,羨慕,恐懼,悲傷,希望,快樂,愛,厭惡,不滿,Score,Sleep,Sleeptime,AvgHeartRate,SocialApp,GameApp,FunApp,OtherApp,Temperture,Humidity,Sunshine,Airquality
2019/6/13,0,0,4,0,0,7,0,2,4,10003,4,3,2,0.00 ,0.00 ,0.00 ,0.00 ,2,3,2,1
2019/6/14,6,0,0,8,0,3,0,4,5,10002,4,1,2,0.23 ,0.00 ,0.77 ,0.00 ,2,3,2,2
2019/6/16,0,0,3,0,5,0,0,0,0,10003,0,3,2,0.00 ,0.00 ,0.00 ,0.00 ,3,2,2,2
2019/6/17,0,0,0,0,0,5,0,0,0,10001,4,1,2,0.20 ,0.00 ,0.80 ,0.00 ,3,3,2,3
2019/6/18,0,4,4,0,0,5,0,0,0,10003,4,3,1,0.37 ,0.54 ,0.00 ,0.09 ,3,3,2,2
2019/6/19,5,0,10,7,0,0,0,6,5,10004,4,1,3,0.00 ,0.00 ,0.00 ,0.00 ,3,3,2,1
2019/6/20,0,0,8,0,0,7,0,0,0,10003,4,3,2,0.60 ,0.00 ,0.17 ,0.22 ,4,3,1,1
2019/6/21,0,0,7,5,0,0,0,3,6,10004,4,3,2,0.48 ,0.20 ,0.32 ,0.00 ,4,3,2,1
2019/6/22,0,0,0,5,0,7,6,0,0,10001,4,3,1,0.33 ,0.07 ,0.60 ,0.00 ,3,3,2,1
2019/6/23,0,0,0,0,0,0,10,10,0,10001,4,3,2,0.29 ,0.15 ,0.55 ,0.00 ,0,3,2,1
2019/6/24,0,0,0,0,0,3,5,0,0,10003,4,3,3,0.26 ,0.06 ,0.68 ,0.00 ,2,3,2,1
2019/6/25,0,0,0,0,4,6,0,0,0,10001,4,1,1,0.21 ,0.06 ,0.73 ,0.00 ,3,3,2,1
2019/6/26,0,0,0,0,0,0,0,0,0,10003,4,1,3,0.19 ,0.14 ,0.66 ,0.00 ,3,3,2,1
2019/6/27,0,0,0,0,0,6,6,0,0,10001,4,1,1,0.34 ,0.11 ,0.55 ,0.00 ,3,3,2,0
2019/6/28,0,0,3,0,0,10,0,1,0,10001,3,1,1,1.00 ,0.00 ,0.00 ,0.00 ,3,3,2,1
2019/6/29,0,0,0,0,0,7,7,0,0,10001,4,1,0,0.50 ,0.11 ,0.15 ,0.24 ,3,3,2,0
